2.09	0.000
2.05	0.042
	0.083
2.12	0.125
2.4	0.167
 	0.208
3.35	0.250
2.84	0.292
5.34	0.333
3.35	0.375
4.26	0.417
3.1	0.458
5.36	0.500
2.92	0.542
1.8	0.583
2.64	0.625
	0.667
2.59	0.708
2.52	0.750
	0.792
	0.833
	0.875
2.12	0.917
1.95	0.958
3.2	1.000
2.44	1.042
	1.083
	1.125
	1.167
	1.208
	1.250
2.1	1.292
2.3	1.333
5.04	1.375
3.34	1.417
3.25	1.458
6.69	1.500
4.36	1.542
2.2	1.583
2.1	1.625
10.28	1.667
	1.708
	1.750
	1.792
	1.833
	1.875
	1.917
	1.958
	2.000
	2.042
	2.083
	2.125
	2.167
	2.208
	2.250
2.02	2.292
2.94	2.333
2.84	2.375
	2.417
2.5	2.458
	2.500
2.19	2.542
	2.583
	2.625
	2.667
	2.708
	2.750
	2.792
	2.833
	2.875
	2.917
	2.958
	3.000
	3.042
	3.083
	3.125
	3.167
	3.208
	3.250
	3.292
2.12	3.333
	3.375
	3.417
	3.458
	3.500
7.14	3.542
	3.583
	3.625
	3.667
	3.708
	3.750
	3.792
	3.833
	3.875
	3.917
	3.958
	4.000
	4.042
	4.083
	4.125
2.57	4.167
	4.208
	4.250
	4.292
	4.333
	4.375
	4.417
	4.458
	4.500
	4.542
	4.583
	4.625
	4.667
	4.708
	4.750
	4.792
	4.833
	4.875
	4.917
	4.958
	5.000
	5.042
2.32	5.083
2.3	5.125
2.59	5.167
	5.208
	5.250
	5.292
	5.333
	5.375
	5.417
	5.458
	5.500
	5.542
	5.583
	5.625
	5.667
	5.708
4.24	5.750
	5.792
	5.833
	5.875
	5.917
	5.958
	6.000
	6.042
	6.083
	6.125
1.85	6.167
	6.208
2.27	6.250
1.72	6.292
2.62	6.333
2.77	6.375
2.55	6.417
2.72	6.458
2.64	6.500
2.24	6.542
	6.583
	6.625
	6.667
4.05	6.708
	6.750
	6.792
	6.833
	6.875
	6.917
	6.958
	7.000
	7.042
	7.083
	7.125
	7.167
3.44	7.208
	7.250
2.4	7.292
2.14	7.333
2.44	7.375
2.52	7.417
2.45	7.458
2.4	7.500
	7.542
2.3	7.583
2.62	7.625
3.04	7.667
	7.708
	7.750
	7.792
2.29	7.833
3.22	7.875
2.45	7.917
	7.958
	8.000
	8.042
	8.083
	8.125
	8.167
	8.208
	8.250
	8.292
2.25	8.333
2.57	8.375
4.81	8.417
3.67	8.458
3.64	8.500
	8.542
2.29	8.583
	8.625
	8.667
	8.708
1.85	8.750
	8.792
	8.833
	8.875
	8.917
	8.958
	9.000
2.57	9.042
	9.083
	9.125
	9.167
2.42	9.208
	9.250
2.02	9.292
3.25	9.333
3.05	9.375
2.75	9.417
2.24	9.458
2.74	9.500
3.02	9.542
1.8	9.583
	9.625
8.31	9.667
4.69	9.708
	9.750
	9.792
	9.833
5.01	9.875
4.26	9.917
	9.958
	10.000
	10.042
	10.083
	10.125
	10.167
	10.208
	10.250
1.7	10.292
2.14	10.333
3.45	10.375
2.52	10.417
2.19	10.458
2.52	10.500
	10.542
1.72	10.583
	10.625
2.22	10.667
2.59	10.708
	10.750
	10.792
2.17	10.833
2.07	10.875
2.5	10.917
2.52	10.958
	11.000
	11.042
	11.083
	11.125
	11.167
	11.208
	11.250
	11.292
2.42	11.333
2.77	11.375
2.7	11.417
2.7	11.458
	11.500
2.45	11.542
5.39	11.583
5.19	11.625
1.84	11.667
	11.708
	11.750
	11.792
	11.833
2.1	11.875
	11.917
2.27	11.958
2.54	12.000
1.87	12.042
	12.083
2.55	12.125
4.12	12.167
2.17	12.208
	12.250
	12.292
2.19	12.333
2.35	12.375
2.34	12.417
2.64	12.458
	12.500
2.49	12.542
1.89	12.583
	12.625
	12.667
2.92	12.708
	12.750
3.04	12.792
5.09	12.833
2.44	12.875
5.01	12.917
	12.958
	13.000
2.25	13.042
5.11	13.083
	13.125
	13.167
3.02	13.208
2.55	13.250
2.94	13.292
2.02	13.333
2.44	13.375
	13.417
2.35	13.458
	13.500
3.02	13.542
1.8	13.583
5.16	13.625
5.81	13.667
5.71	13.708
7.54	13.750
5.82	13.792
2.79	13.833
	13.875
	13.917
2.29	13.958
	14.000
	14.042
4.96	14.083
	14.125
	14.167
	14.208
	14.250
3.69	14.292
2.59	14.333
2.7	14.375
2.97	14.417
2.95	14.458
2.27	14.500
	14.542
	14.583
	14.625
4.19	14.667
5.17	14.708
2.79	14.750
	14.792
	14.833
	14.875
2.32	14.917
	14.958
	15.000
	15.042
	15.083
	15.125
	15.167
1.84	15.208
0	15.250
2	15.292
3.42	15.333
3	15.375
2.65	15.417
2.75	15.458
3.1	15.500
2.89	15.542
2.25	15.583
7.63	15.625
	15.667
4.89	15.708
2.42	15.750
3.5	15.792
	15.833
	15.875
	15.917
	15.958
	16.000
	16.042
	16.083
	16.125
	16.167
	16.208
	16.250
	16.292
2.4	16.333
2.4	16.375
2.34	16.417
	16.458
2.27	16.500
	16.542
	16.583
	16.625
	16.667
	16.708
	16.750
	16.792
2.29	16.833
	16.875
	16.917
	16.958
	17.000
	17.042
	17.083
	17.125
	17.167
5.12	17.208
3.1	17.250
1.85	17.292
	17.333
	17.375
	17.417
	17.458
	17.500
	17.542
	17.583
	17.625
	17.667
	17.708
	17.750
2.02	17.792
	17.833
	17.875
	17.917
	17.958
	18.000
	18.042
	18.083
	18.125
	18.167
	18.208
	18.250
1.8	18.292
	18.333
	18.375
	18.417
	18.458
	18.500
	18.542
	18.583
	18.625
	18.667
	18.708
	18.750
	18.792
	18.833
	18.875
	18.917
	18.958
	19.000
	19.042
	19.083
	19.125
	19.167
	19.208
	19.250
	19.292
	19.333
2.27	19.375
2.42	19.417
	19.458
2.49	19.500
3.34	19.542
2.47	19.583
2.1	19.625
	19.667
	19.708
	19.750
	19.792
	19.833
	19.875
	19.917
	19.958
	20.000
	20.042
	20.083
	20.125
	20.167
3.49	20.208
	20.250
	20.292
	20.333
2.6	20.375
2.54	20.417
2.44	20.458
2.49	20.500
2.5	20.542
1.87	20.583
2.4	20.625
	20.667
3.09	20.708
2.3	20.750
	20.792
	20.833
	20.875
	20.917
	20.958
	21.000
	21.042
	21.083
	21.125
2.32	21.167
	21.208
	21.250
	21.292
1.82	21.333
2.42	21.375
2.59	21.417
2.52	21.458
2.54	21.500
2.15	21.542
2.32	21.583
	21.625
	21.667
	21.708
	21.750
	21.792
	21.833
	21.875
	21.917
2.55	21.958
2.07	22.000
2.04	22.042
2.17	22.083
2.15	22.125
	22.167
1.82	22.208
	22.250
	22.292
	22.333
2.65	22.375
2.4	22.417
	22.458
3.12	22.500
2.27	22.542
	22.583
	22.625
2.12	22.667
	22.708
2.6	22.750
	22.792
	22.833
	22.875
	22.917
	22.958
	23.000
	23.042
	23.083
	23.125
	23.167
	23.208
	23.250
	23.292
2.2	23.333
2.49	23.375
3.12	23.417
3.77	23.458
4.17	23.500
5.82	23.542
2.5	23.583
	23.625
2.54	23.667
2.09	23.708
	23.750
	23.792
	23.833
	23.875
	23.917
	23.958
	24.000
	24.042
	24.083
	24.125
	24.167
2.09	24.208
	24.250
	24.292
2.22	24.333
2.3	24.375
2.39	24.417
2.51	24.458
2.16	24.500
2.53	24.542
	24.583
1.74	24.625
	24.667
	24.708
	24.750
	24.792
	24.833
	24.875
	24.917
	24.958
	25.000
	25.042
	25.083
	25.125
	25.167
4.24	25.208
	25.250
	25.292
2.39	25.333
3.07	25.375
4.64	25.417
4.57	25.458
5.53	25.500
3.87	25.542
4.92	25.583
6.43	25.625
5.84	25.667
5.84	25.708
5.46	25.750
	25.792
2.29	25.833
	25.875
	25.917
	25.958
	26.000
	26.042
	26.083
	26.125
2.99	26.167
5.78	26.208
2.38	26.250
	26.292
1.96	26.333
2.57	26.375
2.9	26.417
4.67	26.458
7.16	26.500
4.43	26.542
2.4	26.583
4.06	26.625
4.36	26.667
2.96	26.708
2.97	26.750
5.06	26.792
2.56	26.833
	26.875
	26.917
2.01	26.958
1.87	27.000
2.36	27.042
	27.083
3.99	27.125
11.57	27.167
5.22	27.208
	27.250
2.03	27.292
2.54	27.333
3.55	27.375
3.18	27.417
3.33	27.458
5.28	27.500
	27.542
	27.583
5.55	27.625
	27.667
2.73	27.708
2.8	27.750
2.84	27.792
2.54	27.833
	27.875
2.13	27.917
	27.958
	28.000
	28.042
	28.083
	28.125
4.15	28.167
5.16	28.208
6.53	28.250
2.78	28.292
2.24	28.333
2.89	28.375
2.57	28.417
	28.458
2.71	28.500
2.97	28.542
1.87	28.583
1.94	28.625
5.14	28.667
3.83	28.708
	28.750
	28.792
	28.833
	28.875
	28.917
	28.958
	29.000
	29.042
	29.083
	29.125
	29.167
4.38	29.208
	29.250
	29.292
2.33	29.333
2.12	29.375
2.87	29.417
2.73	29.458
2.89	29.500
3	29.542
1.9	29.583
2.53	29.625
2.53	29.667
	29.708
	29.750
	29.792
	29.833
2.32	29.875
2.53	29.917
	29.958
2.13	30.000
	30.042
	30.083
2.27	30.125
	30.167
2.37	30.208
	30.250
	30.292
	30.333
	30.375
	30.417
	30.458
	30.500
	30.542
	30.583
	30.625
	30.667
	30.708
	30.750
	30.792
	30.833
	30.875
	30.917
	30.958
	31.000
2.26	31.042
	31.083
	31.125
	31.167
	31.208
6.01	31.250
	31.292
	31.333
	31.375
2.39	31.417
2.29	31.458
	31.500
2.01	31.542
	31.583
	31.625
2.18	31.667
5.49	31.708
2.39	31.750
2	31.792
4.16	31.833
	31.875
	31.917
	31.958
	32.000
	32.042
	32.083
2.31	32.125
2.76	32.167
	32.208
	32.250
	32.292
2.26	32.333
2.39	32.375
2.57	32.417
2.65	32.458
2.71	32.500
2.23	32.542
	32.583
2.23	32.625
4.48	32.667
2.55	32.708
2.26	32.750
	32.792
	32.833
	32.875
	32.917
	32.958
	33.000
	33.042
	33.083
	33.125
	33.167
	33.208
	33.250
	33.292
	33.333
2.34	33.375
2.55	33.417
2.5	33.458
2.29	33.500
2.08	33.542
1.79	33.583
	33.625
	33.667
2.39	33.708
1.72	33.750
2.37	33.792
4.21	33.833
	33.875
5.03	33.917
2.76	33.958
2.76	34.000
	34.042
	34.083
	34.125
2	34.167
	34.208
	34.250
2.14	34.292
1.97	34.333
2.11	34.375
2.99	34.417
2.65	34.458
2.47	34.500
	34.542
1.88	34.583
	34.625
	34.667
	34.708
	34.750
	34.792
	34.833
	34.875
	34.917
	34.958
	35.000
	35.042
	35.083
2.1	35.125
	35.167
	35.208
	35.250
	35.292
	35.333
	35.375
2.71	35.417
2.31	35.458
2.53	35.500
2.21	35.542
1.87	35.583
5.15	35.625
2.39	35.667
	35.708
	35.750
	35.792
1.9	35.833
2.65	35.875
	35.917
	35.958
	36.000
	36.042
	36.083
	36.125
	36.167
	36.208
	36.250
	36.292
2.23	36.333
2.66	36.375
2.46	36.417
3.27	36.458
2.91	36.500
2.01	36.542
	36.583
	36.625
	36.667
	36.708
	36.750
	36.792
	36.833
	36.875
	36.917
	36.958
	37.000
	37.042
	37.083
	37.125
	37.167
	37.208
	37.250
	37.292
2	37.333
2.94	37.375
2.01	37.417
2.86	37.458
2.96	37.500
2.37	37.542
2.49	37.583
4.43	37.625
3.99	37.667
4.67	37.708
	37.750
	37.792
	37.833
	37.875
	37.917
	37.958
	38.000
	38.042
	38.083
	38.125
2.32	38.167
	38.208
	38.250
	38.292
2.03	38.333
2.51	38.375
2.74	38.417
3.12	38.458
2.77	38.500
2.4	38.542
2.27	38.583
1.69	38.625
	38.667
7.51	38.708
1.87	38.750
	38.792
	38.833
	38.875
1.98	38.917
2	38.958
2.08	39.000
	39.042
2.49	39.083
5.37	39.125
6.49	39.167
	39.208
	39.250
	39.292
2.08	39.333
2.82	39.375
2.98	39.417
3.86	39.458
2.78	39.500
2.48	39.542
	39.583
	39.625
	39.667
2.61	39.708
	39.750
	39.792
2.08	39.833
2.41	39.875
2.06	39.917
	39.958
	40.000
2.06	40.042
	40.083
	40.125
2.37	40.167
	40.208
	40.250
	40.292
2.27	40.333
2.72	40.375
2.49	40.417
2.78	40.458
2.35	40.500
2.32	40.542
1.9	40.583
1.77	40.625
	40.667
2.19	40.708
4.14	40.750
1.85	40.792
2.22	40.833
2.24	40.875
	40.917
	40.958
	41.000
	41.042
	41.083
	41.125
	41.167
	41.208
	41.250
	41.292
	41.333
2.4	41.375
	41.417
2.66	41.458
2.48	41.500
2.32	41.542
1.75	41.583
	41.625
	41.667
	41.708
	41.750
	41.792
	41.833
	41.875
	41.917
	41.958
	42.000
	42.042
	42.083
	42.125
	42.167
	42.208
	42.250
	42.292
2.49	42.333
2.57	42.375
2.77	42.417
2.78	42.458
2.67	42.500
2	42.542
2.94	42.583
2.06	42.625
5.17	42.667
3.28	42.708
4.12	42.750
	42.792
2.35	42.833
	42.875
	42.917
	42.958
	43.000
	43.042
	43.083
	43.125
	43.167
	43.208
	43.250
	43.292
2.4	43.333
2.56	43.375
2.62	43.417
2.9	43.458
2.9	43.500
	43.542
2.08	43.583
	43.625
2.78	43.667
	43.708
	43.750
	43.792
	43.833
	43.875
	43.917
	43.958
	44.000
	44.042
	44.083
	44.125
5.2	44.167
2.78	44.208
	44.250
	44.292
1.98	44.333
	44.375
1.83	44.417
2.77	44.458
2.51	44.500
2.72	44.542
2.56	44.583
1.91	44.625
2.03	44.667
	44.708
	44.750
	44.792
2.38	44.833
	44.875
	44.917
	44.958
	45.000
	45.042
	45.083
	45.125
	45.167
3.01	45.208
2.35	45.250
	45.292
	45.333
2.41	45.375
2.75	45.417
3.93	45.458
6.05	45.500
2.35	45.542
2.12	45.583
1.87	45.625
5.2	45.667
4.15	45.708
2.33	45.750
2	45.792
	45.833
	45.875
	45.917
2.98	45.958
	46.000
	46.042
	46.083
	46.125
2.51	46.167
	46.208
	46.250
	46.292
2.43	46.333
2.86	46.375
3.64	46.417
3.03	46.458
2.67	46.500
2.32	46.542
2.06	46.583
2.2	46.625
3.56	46.667
1.93	46.708
2.01	46.750
	46.792
	46.833
2.09	46.875
	46.917
	46.958
	47.000
	47.042
	47.083
	47.125
	47.167
	47.208
	47.250
	47.292
2.29	47.333
2.8	47.375
3.17	47.417
3.04	47.458
5.02	47.500
2.38	47.542
	47.583
1.8	47.625
1.85	47.667
	47.708
	47.750
	47.792
3.2	47.833
	47.875
	47.917
2.04	47.958
	48.000
	48.042
	48.083
	48.125
	48.167
	48.208
	48.250
	48.292
5.52	48.333
2.78	48.375
3.06	48.417
2.72	48.458
2.72	48.500
2.56	48.542
2.37	48.583
4.96	48.625
2.38	48.667
	48.708
1.87	48.750
1.95	48.792
	48.833
2.64	48.875
	48.917
	48.958
	49.000
	49.042
	49.083
	49.125
3.54	49.167
5.12	49.208
	49.250
	49.292
2.46	49.333
3.14	49.375
4.09	49.417
2.8	49.458
2.8	49.500
2.78	49.542
2.24	49.583
1.88	49.625
2.33	49.667
2.51	49.708
	49.750
4.12	49.792
	49.833
	49.875
	49.917
	49.958
	50.000
	50.042
	50.083
	50.125
	50.167
	50.208
	50.250
	50.292
2.32	50.333
2.45	50.375
2.46	50.417
2.62	50.458
2.64	50.500
2.38	50.542
2.03	50.583
	50.625
	50.667
	50.708
	50.750
	50.792
3.77	50.833
	50.875
	50.917
	50.958
	51.000
	51.042
	51.083
3.27	51.125
	51.167
	51.208
	51.250
	51.292
2.09	51.333
2.64	51.375
2.57	51.417
3.17	51.458
2.8	51.500
2.69	51.542
2.45	51.583
5.09	51.625
5.17	51.667
	51.708
3.48	51.750
3.01	51.792
	51.833
	51.875
	51.917
	51.958
	52.000
	52.042
	52.083
1.93	52.125
	52.167
	52.208
	52.250
	52.292
	52.333
	52.375
1.71	52.417
2.41	52.458
2.66	52.500
2.35	52.542
1.85	52.583
	52.625
2.29	52.667
	52.708
2.3	52.750
	52.792
	52.833
	52.875
	52.917
	52.958
	53.000
	53.042
	53.083
	53.125
	53.167
	53.208
	53.250
	53.292
	53.333
	53.375
	53.417
	53.458
	53.500
	53.542
	53.583
	53.625
	53.667
	53.708
	53.750
	53.792
	53.833
	53.875
	53.917
	53.958
	54.000
	54.042
	54.083
	54.125
	54.167
	54.208
	54.250
	54.292
	54.333
	54.375
	54.417
	54.458
	54.500
	54.542
	54.583
	54.625
	54.667
	54.708
	54.750
	54.792
	54.833
	54.875
	54.917
	54.958
	55.000
	55.042
	55.083
	55.125
	55.167
	55.208
	55.250
	55.292
	55.333
	55.375
	55.417
	55.458
	55.500
	55.542
	55.583
	55.625
	55.667
	55.708
	55.750
	55.792
	55.833
	55.875
	55.917
	55.958
	56.000
	56.042
	56.083
	56.125
	56.167
	56.208
	56.250
	56.292
	56.333
	56.375
	56.417
	56.458
	56.500
	56.542
	56.583
	56.625
	56.667
	56.708
	56.750
	56.792
	56.833
	56.875
	56.917
	56.958
	57.000
	57.042
	57.083
	57.125
	57.167
	57.208
	57.250
	57.292
	57.333
	57.375
	57.417
	57.458
	57.500
	57.542
	57.583
	57.625
	57.667
	57.708
	57.750
	57.792
	57.833
	57.875
	57.917
	57.958
	58.000
	58.042
	58.083
	58.125
	58.167
	58.208
	58.250
	58.292
	58.333
	58.375
	58.417
	58.458
	58.500
	58.542
	58.583
	58.625
	58.667
	58.708
	58.750
	58.792
	58.833
	58.875
	58.917
	58.958
	59.000
	59.042
	59.083
	59.125
	59.167
	59.208
	59.250
	59.292
	59.333
	59.375
	59.417
	59.458
	59.500
	59.542
	59.583
	59.625
	59.667
	59.708
	59.750
	59.792
	59.833
	59.875
	59.917
	59.958
	60.000
	60.042
	60.083
	60.125
	60.167
	60.208
	60.250
2.82	60.292
2.12	60.333
	60.375
2.85	60.417
3.01	60.458
2.93	60.500
2.8	60.542
2.43	60.583
7.31	60.625
2.82	60.667
2.4	60.708
	60.750
	60.792
	60.833
	60.875
	60.917
	60.958
	61.000
	61.042
	61.083
	61.125
	61.167
	61.208
	61.250
	61.292
	61.333
	61.375
	61.417
	61.458
	61.500
	61.542
	61.583
	61.625
	61.667
	61.708
	61.750
	61.792
	61.833
	61.875
	61.917
	61.958
2.01	62.000
	62.042
	62.083
2.06	62.125
	62.167
	62.208
2.38	62.250
	62.292
2.32	62.333
2.57	62.375
2.69	62.417
2.72	62.458
2.75	62.500
2.49	62.542
	62.583
	62.625
2.51	62.667
2.35	62.708
2	62.750
	62.792
	62.833
	62.875
	62.917
	62.958
	63.000
2.06	63.042
	63.083
	63.125
	63.167
	63.208
	63.250
	63.292
2.45	63.333
2.64	63.375
2.9	63.417
3.09	63.458
2.72	63.500
	63.542
2.94	63.583
1.95	63.625
	63.667
	63.708
	63.750
1.8	63.792
	63.833
	63.875
	63.917
	63.958
	64.000
	64.042
	64.083
	64.125
	64.167
	64.208
